artist_id,artist_name,artist_type,nb_sessions_artist_page,nb_sessions_artwork_page,nb_sessions_total,nb_entry_sessions_artist_campaign,nb_entry_sessions_artwork_campaign,nb_entry_sessions_total,artist_total_bv,artist_entry_bv_same_artist,artist_entry_bv_other_artist,artwork_entry_bv_same_artist,artwork_entry_bv_other_artist,1stClick BV,pull_ratio_artist,pull_ratio_artwork,pull_ratio,pct_first_click_bv_same_artist,1st_click_BV_per_First_click_session
2921,Caroline Guth,Singulart Artist,3707,8195,11902,1168,234,1402,707.26,0,0,0,0,0,31.51%,2.86%,11.78%,0.00%,€0.00
69512,Emma Heffe,Singulart Artist,577,4589,5166,58,148,206,707,175,364,0,0,539,10.05%,3.23%,3.99%,24.75%,€2.60
239,Charles Paulicevich,Singulart Artist,1599,1902,3501,568,34,602,706.992,0,0,0,0,0,35.52%,1.79%,17.20%,0.00%,€0.00
17499,Lena Kolambet (Sense),Singulart Artist,2396,21610,24006,187,419,606,706.92325,0,376.92325,0,0,377,7.81%,1.94%,2.52%,0.00%,€0.60
22095,Jinwoo Kim,Singulart Artist,860,500,1360,327,16,343,706.733856,0,0,0,0,0,38.02%,3.20%,25.22%,0.00%,€0.00
30699,Manuel Grosso,Singulart Artist,1355,5148,6503,537,74,611,706.59,460,0,0,0,460,39.63%,1.44%,9.40%,65.10%,€0.80
19777,Roger Burgi,Singulart Artist,2682,5855,8537,1092,158,1250,705.5178,0,0,0,0,0,40.72%,2.70%,14.64%,0.00%,€0.00
58857,AGE _,Singulart Artist,1059,7980,9039,115,303,418,705,0,0,0,0,0,10.86%,3.80%,4.62%,0.00%,€0.00
58865,Leo Bellana  (pseudonym),Singulart Artist,756,2532,3288,56,100,156,704.16,0,0,0,0,0,7.41%,3.95%,4.75%,0.00%,€0.00
49874,Tony Smith,Singulart Artist,2676,18848,21524,275,478,753,701.406,0,360,0,0,360,10.28%,2.54%,3.50%,0.00%,€0.50
83022,Danielle Mary Teyssedre,Singulart Artist,112,582,694,3,1,4,700,0,0,0,0,0,2.68%,0.17%,0.58%,0.00%,€0.00
78711,Annika Dzerve,Singulart Artist,406,2209,2615,41,115,156,700,0,0,0,0,0,10.10%,5.21%,5.97%,0.00%,€0.00
33045,Galia Chuntova,Singulart Artist,2160,14670,16830,421,333,754,700,0,0,0,0,0,19.49%,2.27%,4.48%,0.00%,€0.00
22751,Toby Wright,Singulart Artist,3019,12126,15145,1009,823,1832,700,0,0,0,0,0,33.42%,6.79%,12.10%,0.00%,€0.00
20651,Sezny Peron,Singulart Artist,854,1342,2196,329,7,336,700,0,0,0,0,0,38.53%,0.52%,15.30%,0.00%,€0.00
20015,Laura Pijuan,Singulart Artist,2119,7465,9584,373,235,608,700,0,0,0,0,0,17.60%,3.15%,6.34%,0.00%,€0.00
19343,Areg Elibekian,Singulart Artist,4055,33785,37840,838,623,1461,700,0,0,0,0,0,20.67%,1.84%,3.86%,0.00%,€0.00
16613,Elisa De la Torre,Singulart Artist,1009,1213,2222,435,26,461,700,0,0,0,0,0,43.11%,2.14%,20.75%,0.00%,€0.00
16413,Charles Unger,Singulart Artist,777,7773,8550,45,126,171,700,0,0,0,0,0,5.79%,1.62%,2.00%,0.00%,€0.00
15149,Pep Jaumandreu,Singulart Artist,2223,12070,14293,348,313,661,700,0,0,0,0,0,15.66%,2.59%,4.63%,0.00%,€0.00
13369,Hugues Renck,Singulart Artist,3004,32319,35323,440,664,1104,700,400,0,0,0,400,14.65%,2.06%,3.13%,57.14%,€0.40
12867,Manuela Noble,Singulart Artist,1690,3937,5627,477,58,535,700,0,700,0,0,700,28.23%,1.47%,9.51%,0.00%,€1.30
7901,O Souske,Singulart Artist,1401,2933,4334,262,175,437,700,700,0,0,0,700,18.70%,5.97%,10.08%,100.00%,€1.60
6249,Mattia Paoli,Singulart Artist,12564,164042,176606,1444,3252,4696,700,300,0,0,0,300,11.49%,1.98%,2.66%,42.86%,€0.10
851,Helen Shulkin,Singulart Artist,1167,2739,3906,299,70,369,700,0,0,0,0,0,25.62%,2.56%,9.45%,0.00%,€0.00
51,Peter D'Alessandri,Singulart Artist,1749,3849,5598,156,103,259,700,0,0,0,0,0,8.92%,2.68%,4.63%,0.00%,€0.00
37291,Leah Larisa Bunshaft,Singulart Artist,1625,11825,13450,149,254,403,698.9112,698.9112,0,0,0,699,9.17%,2.15%,3.00%,100.00%,€1.70
8577,SaFe Art,Singulart Artist,1107,3710,4817,294,161,455,698,0,0,0,0,0,26.56%,4.34%,9.45%,0.00%,€0.00
77575,EL EGO,Singulart Artist,1080,11839,12919,70,602,672,697.55544,472.55544,0,0,0,473,6.48%,5.09%,5.20%,67.74%,€0.70
80982,Victor Selin,Singulart Artist,305,2379,2684,18,22,40,696.944784,0,0,0,0,0,5.90%,0.93%,1.49%,0.00%,€0.00
16321,Marianne Angeli Rodriguez,Singulart Artist,921,1951,2872,453,16,469,696.84,0,0,0,0,0,49.19%,0.82%,16.33%,0.00%,€0.00
82021,Genevieve Turpin,Singulart Artist,289,1877,2166,7,5,12,696.563962,0,0,0,0,0,2.42%,0.27%,0.55%,0.00%,€0.00
59278,Marjon Trap,Singulart Artist,2133,10449,12582,104,302,406,695,350,0,0,0,350,4.88%,2.89%,3.23%,50.36%,€0.90
52334,Gaby Pühmeyer,Singulart Artist,680,3290,3970,75,147,222,695,0,0,0,0,0,11.03%,4.47%,5.59%,0.00%,€0.00
50602,Charles Jacque,Singulart Artist,286,764,1050,21,12,33,694.83813,0,0,0,0,0,7.34%,1.57%,3.14%,0.00%,€0.00
76547,Nacho Muñoz Cano,Singulart Artist,892,6674,7566,176,320,496,693.9293,220.8493,0,0,0,221,19.73%,4.80%,6.56%,31.83%,€0.40
60685,La Manda Luminescent,Singulart Artist,697,5424,6121,52,63,115,692.68,0,0,0,0,0,7.46%,1.16%,1.88%,0.00%,€0.00
54367,Rolf Rafflewski,Singulart Artist,1261,13842,15103,181,386,567,691.17272,0,116.28,0,0,116,14.35%,2.79%,3.75%,0.00%,€0.20
69675,Natalia Vink-Chubko,Singulart Artist,479,3483,3962,37,67,104,690,0,0,0,0,0,7.72%,1.92%,2.63%,0.00%,€0.00
62052,Ehsan Mohammadloo,Singulart Artist,1923,15526,17449,54,98,152,690,0,0,0,0,0,2.81%,0.63%,0.87%,0.00%,€0.00
42017,Handiedan,Blue Chip Artist,768,3685,4453,91,153,244,690,0,690,0,0,690,11.85%,4.15%,5.48%,0.00%,€2.80
34371,Ramon Pons,Singulart Artist,1980,7971,9951,546,238,784,690,0,0,0,0,0,27.58%,2.99%,7.88%,0.00%,€0.00
30517,Frank Cole,Singulart Artist,572,3338,3910,112,25,137,690,0,0,0,0,0,19.58%,0.75%,3.50%,0.00%,€0.00
24523,Lina El Oufir,Singulart Artist,2260,8232,10492,792,60,852,690,0,0,0,0,0,35.04%,0.73%,8.12%,0.00%,€0.00
6913,Florence Oulhiou,Singulart Artist,1086,3335,4421,238,130,368,689.062806,0,689.062806,0,0,689,21.92%,3.90%,8.32%,0.00%,€1.90
79379,Eugenio Di Paolo,Singulart Artist,877,6207,7084,190,454,644,689,0,0,0,0,0,21.67%,7.31%,9.09%,0.00%,€0.00
40175,Francisco de Goya,Blue Chip Artist,2028,5374,7402,513,353,866,688.9986,0,0,0,0,0,25.30%,6.57%,11.70%,0.00%,€0.00
67183,Dovber Marchette,Singulart Artist,389,965,1354,39,20,59,688.5736,0,0,0,0,0,10.03%,2.07%,4.36%,0.00%,€0.00
81106,Tony Gregg,Singulart Artist,239,1146,1385,28,65,93,687.1144,0,0,0,0,0,11.72%,5.67%,6.72%,0.00%,€0.00
64528,Tom Schmid,Singulart Artist,675,6584,7259,47,148,195,686,0,0,0,0,0,6.96%,2.25%,2.69%,0.00%,€0.00
57405,Lydia Bogner,Singulart Artist,1321,8340,9661,189,290,479,686,0,0,0,0,0,14.31%,3.48%,4.96%,0.00%,€0.00
26665,Steffi Möllers,Singulart Artist,3359,9265,12624,841,137,978,686,0,0,0,0,0,25.04%,1.48%,7.75%,0.00%,€0.00
49817,Matthieu Montjotin,Singulart Artist,2065,12920,14985,247,337,584,685,0,0,0,0,0,11.96%,2.61%,3.90%,0.00%,€0.00
59333,Natalia Averianova,Singulart Artist,1706,6554,8260,119,197,316,681.21,0,0,0,0,0,6.98%,3.01%,3.83%,0.00%,€0.00
82488,Ingrid Bonnevie,Singulart Artist,179,729,908,8,5,13,680,0,0,0,680,680,4.47%,0.69%,1.43%,0.00%,€52.30
65149,i.s.art,Singulart Artist,537,1807,2344,16,16,32,680,0,0,0,0,0,2.98%,0.89%,1.37%,0.00%,€0.00
47406,SEEN,Blue Chip Artist,1652,11299,12951,413,369,782,680,680,0,0,0,680,25.00%,3.27%,6.04%,100.00%,€0.90
37477,ArtFever,Singulart Artist,7,0,7,0,0,0,680,0,200,0,0,200,0.00%,,0.00%,0.00%,
27873,Natalia Andrushaewa,Singulart Artist,2990,17409,20399,542,824,1366,680,0,0,0,0,0,18.13%,4.73%,6.70%,0.00%,€0.00
23263,Giuseppe Laudani,Singulart Artist,2287,12774,15061,484,203,687,680,0,0,0,0,0,21.16%,1.59%,4.56%,0.00%,€0.00
20041,Gianni Rossi,Singulart Artist,2641,2458,5099,1371,55,1426,680,0,0,0,0,0,51.91%,2.24%,27.97%,0.00%,€0.00
1706,Olaf Kühnemann,Singulart Artist,3267,20301,23568,904,357,1261,680,0,0,0,0,0,27.67%,1.76%,5.35%,0.00%,€0.00
77630,Nadine Giehl,Singulart Artist,464,1075,1539,20,27,47,679,0,0,0,0,0,4.31%,2.51%,3.05%,0.00%,€0.00
76895,Lilit Vardanyan,Singulart Artist,573,3799,4372,45,191,236,679,0,0,0,0,0,7.85%,5.03%,5.40%,0.00%,€0.00
53264,Beatrice Morel,Singulart Artist,593,1933,2526,163,89,252,679,0,0,0,0,0,27.49%,4.60%,9.98%,0.00%,€0.00
59405,Andrea Losereit,Singulart Artist,941,8192,9133,54,161,215,678,0,0,0,0,0,5.74%,1.97%,2.35%,0.00%,€0.00
17703,Tetiana Ocheredko,Singulart Artist,1890,15454,17344,309,198,507,676.88,0,0,0,0,0,16.35%,1.28%,2.92%,0.00%,€0.00
46541,Albert Ràfols-Casamada,Blue Chip Artist,3592,43667,47259,340,820,1160,676.28295,0,0,0,0,0,9.47%,1.88%,2.46%,0.00%,€0.00
15187,Daria Hlazatova,Singulart Artist,7369,3002,10371,3546,21,3567,675.248,0,0,0,0,0,48.12%,0.70%,34.39%,0.00%,€0.00
30647,Duke Windsor,Singulart Artist,521,1063,1584,179,24,203,674.2888,0,0,0,0,0,34.36%,2.26%,12.82%,0.00%,€0.00
35106,Natchar Sawatdichai,Singulart Artist,257,527,784,1,2,3,674.266,0,0,674.266,0,674,0.39%,0.38%,0.38%,100.00%,€224.80
70844,Johanna Piesniewski,Singulart Artist,677,2335,3012,98,102,200,672,0,0,0,0,0,14.48%,4.37%,6.64%,0.00%,€0.00
68635,Louise O’Connell,Singulart Artist,591,3027,3618,76,109,185,672,0,0,0,0,0,12.86%,3.60%,5.11%,0.00%,€0.00
59068,Bilge Paksoylu,Singulart Artist,1939,12084,14023,108,126,234,671.1442,0,0,0,0,0,5.57%,1.04%,1.67%,0.00%,€0.00
2637,Steve Burden,Singulart Artist,40,33,73,0,0,0,670.911,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,
21919,Rossella Fiorotto,Singulart Artist,494,2882,3376,148,48,196,670,0,0,0,0,0,29.96%,1.67%,5.81%,0.00%,€0.00
19247,Bernd Czauderna,Singulart Artist,2327,15257,17584,156,258,414,670,0,0,0,0,0,6.70%,1.69%,2.35%,0.00%,€0.00
860,Matthew Wood,Singulart Artist,178,333,511,21,10,31,670,0,0,0,0,0,11.80%,3.00%,6.07%,0.00%,€0.00
33642,Lisa Parkyn,Singulart Artist,705,2300,3005,156,53,209,669.204,0,0,0,0,0,22.13%,2.30%,6.96%,0.00%,€0.00
16007,Pete Hawkins,Singulart Artist,1587,3029,4616,693,130,823,668.7429,668.7429,0,0,0,669,43.67%,4.29%,17.83%,100.00%,€0.80
71340,Kathy Dunaway,Singulart Artist,565,3827,4392,38,171,209,668.31611,0,0,0,0,0,6.73%,4.47%,4.76%,0.00%,€0.00
748,Kay Bainbridge,Singulart Artist,1605,3584,5189,490,57,547,667.83964,0,0,0,0,0,30.53%,1.59%,10.54%,0.00%,€0.00
15831,Riccardo Antonio Leone,Singulart Artist,2074,1857,3931,746,50,796,665.45,0,0,0,0,0,35.97%,2.69%,20.25%,0.00%,€0.00
7205,Marcial Ayala,Singulart Artist,2391,6761,9152,916,998,1914,665.1065,460.61175,0,0,0,461,38.31%,14.76%,20.91%,69.25%,€0.20
78610,Gosia Karski,Singulart Artist,336,1690,2026,27,102,129,665,0,0,0,0,0,8.04%,6.04%,6.37%,0.00%,€0.00
70461,Konrad Biro,Singulart Artist,544,4463,5007,57,51,108,665,0,0,0,0,0,10.48%,1.14%,2.16%,0.00%,€0.00
60427,JULIJA PUZIRJOVA,Singulart Artist,1453,13700,15153,67,473,540,665,0,0,0,0,0,4.61%,3.45%,3.56%,0.00%,€0.00
68608,lee yong wook,Singulart Artist,786,6978,7764,111,294,405,664.75346,0,0,0,0,0,14.12%,4.21%,5.22%,0.00%,€0.00
2347,Oscar Nin,Singulart Artist,1975,1942,3917,956,165,1121,664.60982,0,0,0,0,0,48.41%,8.50%,28.62%,0.00%,€0.00
39457,Bernard Cathelin,Blue Chip Artist,1565,5172,6737,588,209,797,664,0,0,96,0,96,37.57%,4.04%,11.83%,14.46%,€0.10
37451,Daniele Bianco,Singulart Artist,2492,32081,34573,317,1021,1338,664,0,0,0,0,0,12.72%,3.18%,3.87%,0.00%,€0.00
14825,Sabina Šinko,Singulart Artist,1558,4491,6049,543,127,670,663.493743,0,0,0,0,0,34.85%,2.83%,11.08%,0.00%,€0.00
30347,Jaehyun Lee,Singulart Artist,631,395,1026,204,7,211,663.3,0,0,0,0,0,32.33%,1.77%,20.57%,0.00%,€0.00
34824,Niho Ceramics,Singulart Artist,946,1710,2656,181,23,204,662,0,0,0,0,0,19.13%,1.35%,7.68%,0.00%,€0.00
14807,Tom Shelton,Singulart Artist,785,632,1417,139,19,158,661.92854,0,0,0,0,0,17.71%,3.01%,11.15%,0.00%,€0.00
966,Irene Lafferty,Singulart Artist,1309,6325,7634,300,216,516,660.90258,0,0,0,0,0,22.92%,3.42%,6.76%,0.00%,€0.00
51641,Mathurin Méheut,Singulart Artist,1855,13209,15064,503,427,930,660.2361,180.2361,0,0,0,180,27.12%,3.23%,6.17%,27.30%,€0.20
59318,Renaud Angerville-Langlois,Singulart Artist,1545,12255,13800,163,365,528,660,0,310,0,0,310,10.55%,2.98%,3.83%,0.00%,€0.60
49629,Ossip Zadkine,Blue Chip Artist,1680,10992,12672,524,350,874,660,0,0,0,0,0,31.19%,3.18%,6.90%,0.00%,€0.00
17779,Laura Velasquez,Singulart Artist,2144,3071,5215,626,228,854,660,0,0,0,0,0,29.20%,7.42%,16.38%,0.00%,€0.00
6843,Thierry Deliveyne,Singulart Artist,3472,65247,68719,278,523,801,660,0,0,0,0,0,8.01%,0.80%,1.17%,0.00%,€0.00
287,Nathalie Borowski,Singulart Artist,2678,20362,23040,536,584,1120,657.10358,0,0,0,0,0,20.02%,2.87%,4.86%,0.00%,€0.00
17707,Linda Aquaro,Singulart Artist,1312,951,2263,333,22,355,657,0,0,0,0,0,25.38%,2.31%,15.69%,0.00%,€0.00
24299,Anne Cherubim,Singulart Artist,1980,16342,18322,198,476,674,656.29872,0,0,0,0,0,10.00%,2.91%,3.68%,0.00%,€0.00
70471,Cecile Vallee,Singulart Artist,346,1212,1558,59,61,120,656.07988,0,0,0,0,0,17.05%,5.03%,7.70%,0.00%,€0.00
17331,Galina Bayda,Singulart Artist,848,1835,2683,150,37,187,656.00495,0,0,0,0,0,17.69%,2.02%,6.97%,0.00%,€0.00
39858,Lovis Corinth,Blue Chip Artist,419,116,535,71,6,77,656,0,0,0,0,0,16.95%,5.17%,14.39%,0.00%,€0.00
68714,Farid BELLAL,Singulart Artist,1024,6872,7896,74,330,404,655.8556,0,255.8556,0,0,256,7.23%,4.80%,5.12%,0.00%,€0.60
1641,Lia Chechelashvili,Singulart Artist,2478,12775,15253,602,367,969,655.0032,0,0,0,0,0,24.29%,2.87%,6.35%,0.00%,€0.00
3821,Lazaro Hurtado,Singulart Artist,1827,8508,10335,688,225,913,654.55047,0,0,0,0,0,37.66%,2.65%,8.83%,0.00%,€0.00
8543,Vitalii Kotiash,Singulart Artist,749,2394,3143,198,48,246,653.92,400,0,0,0,400,26.44%,2.01%,7.83%,61.17%,€1.60
13089,Darrell Evanes,Singulart Artist,613,946,1559,204,30,234,652.96728,0,0,0,0,0,33.28%,3.17%,15.01%,0.00%,€0.00
50610,Charles Lapicque,Singulart Artist,1727,13005,14732,381,444,825,652.31875,0,0,0,0,0,22.06%,3.41%,5.60%,0.00%,€0.00
35382,Olivier Laberge,Singulart Artist,260,404,664,3,0,3,652.1918,0,0,0,0,0,1.15%,0.00%,0.45%,0.00%,€0.00
36503,Willem de Kooning,Grand Artist,10761,23682,34443,3650,874,4524,652,252,0,0,0,252,33.92%,3.69%,13.14%,38.65%,€0.10
21597,John Pearson,Singulart Artist,1416,2685,4101,609,133,742,651.8691,0,651.8691,0,0,652,43.01%,4.95%,18.09%,0.00%,€0.90
70075,Tsia Tskhovrebashvili,Singulart Artist,1135,12752,13887,94,428,522,651.670693,0,0,0,0,0,8.28%,3.36%,3.76%,0.00%,€0.00
14391,Elena Requena,Singulart Artist,2447,6199,8646,931,139,1070,651.356798,0,0,0,0,0,38.05%,2.24%,12.38%,0.00%,€0.00
52149,Suzanne Tourte,Singulart Artist,484,3896,4380,80,108,188,651.09997,0,0,0,0,0,16.53%,2.77%,4.29%,0.00%,€0.00
80997,Joana Rombo,Singulart Artist,277,1061,1338,22,45,67,651,651,0,0,0,651,7.94%,4.24%,5.01%,100.00%,€9.70
77309,Tom Roy,Singulart Artist,836,5840,6676,63,284,347,651,0,0,0,0,0,7.54%,4.86%,5.20%,0.00%,€0.00
51670,barbara lavenda,Singulart Artist,788,7254,8042,59,251,310,651,0,0,0,0,0,7.49%,3.46%,3.86%,0.00%,€0.00
80480,Hubert Sieverding,Singulart Artist,289,2271,2560,28,33,61,650.329316,0,0,0,0,0,9.69%,1.45%,2.38%,0.00%,€0.00
14137,Serena Singh,Singulart Artist,2442,10134,12576,665,246,911,650.0641,650.0641,0,0,0,650,27.23%,2.43%,7.24%,100.00%,€0.70
54161,Cristiano Costantini,Singulart Artist,1456,5619,7075,405,218,623,650,0,0,0,0,0,27.82%,3.88%,8.81%,0.00%,€0.00
37933,Horst Antes,Blue Chip Artist,818,1738,2556,179,40,219,650,0,0,0,0,0,21.88%,2.30%,8.57%,0.00%,€0.00
20463,Véronique Bourgeois-Noury,Singulart Artist,2563,21171,23734,564,710,1274,650,0,0,0,0,0,22.01%,3.35%,5.37%,0.00%,€0.00
18973,Montana Azuelos,Singulart Artist,427,327,754,153,22,175,650,650,0,0,0,650,35.83%,6.73%,23.21%,100.00%,€3.70
14719,Peppeluciani,Singulart Artist,3777,41411,45188,307,1208,1515,650,0,0,0,0,0,8.13%,2.92%,3.35%,0.00%,€0.00
8321,Mirjam de Nijs,Singulart Artist,721,1004,1725,170,34,204,650,0,0,0,0,0,23.58%,3.39%,11.83%,0.00%,€0.00
7807,Ho Sohn,Singulart Artist,690,2356,3046,220,43,263,650,0,0,0,0,0,31.88%,1.83%,8.63%,0.00%,€0.00
5975,Mariya Bogdanova,Singulart Artist,3536,17966,21502,646,568,1214,650,0,0,0,0,0,18.27%,3.16%,5.65%,0.00%,€0.00
80001,Amanda Rheeders,Singulart Artist,370,2838,3208,30,202,232,649.779396,0,0,0,0,0,8.11%,7.12%,7.23%,0.00%,€0.00
9967,Tsvetelina Spiridonova,Singulart Artist,1966,12469,14435,343,151,494,646.546,0,0,0,0,0,17.45%,1.21%,3.42%,0.00%,€0.00
10149,Philippe Vaquié,Singulart Artist,1434,1859,3293,307,102,409,645.697602,0,0,0,0,0,21.41%,5.49%,12.42%,0.00%,€0.00
79816,Zulma Brooks,Singulart Artist,372,2566,2938,23,81,104,645.07888,0,0,0,0,0,6.18%,3.16%,3.54%,0.00%,€0.00
32659,Clarisse Friedmann,Singulart Artist,1693,6417,8110,371,107,478,642.763794,0,0,0,0,0,21.91%,1.67%,5.89%,0.00%,€0.00
22247,Maryda Geraci,Singulart Artist,3577,33630,37207,462,999,1461,642.67637,0,0,0,0,0,12.92%,2.97%,3.93%,0.00%,€0.00
7057,Yolanda Pong,Singulart Artist,791,1404,2195,178,27,205,641.85,0,0,0,0,0,22.50%,1.92%,9.34%,0.00%,€0.00
30857,Jasmin Hadrany,Singulart Artist,2318,9423,11741,710,176,886,641.61,0,0,0,0,0,30.63%,1.87%,7.55%,0.00%,€0.00
28611,Corinne Young,Singulart Artist,849,4766,5615,102,41,143,640.57436,0,0,0,0,0,12.01%,0.86%,2.55%,0.00%,€0.00
33422,Anatoliy Mytskan,Singulart Artist,2006,7663,9669,182,241,423,640,0,0,0,0,0,9.07%,3.15%,4.38%,0.00%,€0.00
19873,Guillaume Rist,Singulart Artist,1543,9939,11482,418,178,596,640,640,0,0,0,640,27.09%,1.79%,5.19%,100.00%,€1.10
17835,Daria Surovtseva,Singulart Artist,907,1014,1921,283,35,318,640,0,0,0,0,0,31.20%,3.45%,16.55%,0.00%,€0.00
16827,Valeria Privalikhina,Singulart Artist,1633,5028,6661,397,181,578,640,0,0,0,0,0,24.31%,3.60%,8.68%,0.00%,€0.00
5635,Fedor Usachev,Singulart Artist,3035,6967,10002,281,176,457,640,0,0,0,0,0,9.26%,2.53%,4.57%,0.00%,€0.00
20175,Georgi Petrov,Singulart Artist,5664,9407,15071,2792,398,3190,639.575855,0,0,0,0,0,49.29%,4.23%,21.17%,0.00%,€0.00
7691,Julia Rogers,Singulart Artist,153,101,254,41,9,50,638.0752,0,0,0,0,0,26.80%,8.91%,19.69%,0.00%,€0.00
76468,Sara Sgrò,Singulart Artist,502,1205,1707,138,51,189,637.1745,0,0,0,0,0,27.49%,4.23%,11.07%,0.00%,€0.00
27313,Will Teather,Singulart Artist,1235,2720,3955,203,74,277,636.1542,0,0,0,0,0,16.44%,2.72%,7.00%,0.00%,€0.00
62129,mireille roobaert,Singulart Artist,1150,8484,9634,285,279,564,636,0,0,0,0,0,24.78%,3.29%,5.85%,0.00%,€0.00
32587,Ines Pröve,Singulart Artist,600,3035,3635,77,129,206,635.9424,0,0,0,0,0,12.83%,4.25%,5.67%,0.00%,€0.00
11961,Diane Kazakis,Singulart Artist,2202,9725,11927,383,331,714,635.546835,0,0,0,0,0,17.39%,3.40%,5.99%,0.00%,€0.00
8909,Leah Kohlenberg,Singulart Artist,1729,13392,15121,250,364,614,633.831472,633.831472,0,0,0,634,14.46%,2.72%,4.06%,100.00%,€1.00
7773,Egunlae Olumide,Singulart Artist,2860,12440,15300,831,549,1380,632.918554,0,0,0,0,0,29.06%,4.41%,9.02%,0.00%,€0.00
78306,ANKE NEUFING,Singulart Artist,576,2462,3038,35,198,233,632,0,0,632,0,632,6.08%,8.04%,7.67%,100.00%,€2.70
3859,Marianne Nix,Singulart Artist,857,3021,3878,216,45,261,631.143652,0,0,0,0,0,25.20%,1.49%,6.73%,0.00%,€0.00
10873,Slasky,Singulart Artist,14312,7035,21347,11171,398,11569,630.661809,0,0,0,0,0,78.05%,5.66%,54.20%,0.00%,€0.00
49788,Inna Etuvgi,Singulart Artist,2577,38747,41324,242,1083,1325,630.274092,0,0,0,0,0,9.39%,2.80%,3.21%,0.00%,€0.00
50462,Arman,Singulart Artist,3540,33963,37503,800,963,1763,630,0,0,0,0,0,22.60%,2.84%,4.70%,0.00%,€0.00
36671,Marlene Dumas,Grand Artist,6059,4591,10650,3847,190,4037,630,0,0,0,0,0,63.49%,4.14%,37.91%,0.00%,€0.00
34593,Jan Paul,Singulart Artist,1061,5866,6927,122,183,305,630,0,0,0,0,0,11.50%,3.12%,4.40%,0.00%,€0.00
9699,Jerôme THEVENON,Singulart Artist,932,659,1591,436,25,461,630,0,0,0,0,0,46.78%,3.79%,28.98%,0.00%,€0.00
7885,Karina Thomas,Singulart Artist,5252,4747,9999,225,159,384,630,0,0,0,0,0,4.28%,3.35%,3.84%,0.00%,€0.00
5903,Moritz Jäger,Singulart Artist,2553,7649,10202,694,218,912,630,0,0,0,0,0,27.18%,2.85%,8.94%,0.00%,€0.00
2431,Susanne Böhm,Singulart Artist,2683,8507,11190,752,584,1336,630,0,0,0,0,0,28.03%,6.87%,11.94%,0.00%,€0.00
20831,Evan Abrahamson,Singulart Artist,4172,608,4780,1523,11,1534,627.30624,0,0,0,0,0,36.51%,1.81%,32.09%,0.00%,€0.00
58877,Richard Heley,Singulart Artist,674,5673,6347,62,178,240,626.569398,0,0,0,0,0,9.20%,3.14%,3.78%,0.00%,€0.00
4407,Greta Taxis,Singulart Artist,368,293,661,111,17,128,625,0,0,0,0,0,30.16%,5.80%,19.37%,0.00%,€0.00
70053,PAUL Alain,Singulart Artist,1426,14345,15771,143,540,683,623.62661,347.00561,0,0,0,347,10.03%,3.76%,4.33%,55.64%,€0.50
7907,Joachim Lombard,Singulart Artist,2275,6909,9184,812,198,1010,623.15,0,0,0,0,0,35.69%,2.87%,11.00%,0.00%,€0.00
41249,Lucian Freud,Blue Chip Artist,1383,2686,4069,495,117,612,623,140,0,0,0,140,35.79%,4.36%,15.04%,22.47%,€0.20
27109,Isabelle Filion,Singulart Artist,606,859,1465,248,21,269,622.795863,0,0,0,0,0,40.92%,2.45%,18.36%,0.00%,€0.00
28767,Anastasia Fedorova,Singulart Artist,2520,8152,10672,494,156,650,622.00116,0,0,0,0,0,19.60%,1.91%,6.09%,0.00%,€0.00
83224,Erika Aasa,Singulart Artist,193,1365,1558,22,2,24,622,0,0,0,0,0,11.40%,0.15%,1.54%,0.00%,€0.00
40326,André Derain,Blue Chip Artist,6277,57234,63511,1335,1572,2907,622,128,0,224,0,352,21.27%,2.75%,4.58%,56.59%,€0.10
3875,Alice Dyba,Singulart Artist,492,472,964,117,20,137,621.471199,0,0,0,0,0,23.78%,4.24%,14.21%,0.00%,€0.00
35020,Camino,Singulart Artist,775,3729,4504,20,17,37,620.84214,0,0,0,0,0,2.58%,0.46%,0.82%,0.00%,€0.00
17839,Andrey Kleshchyov,Singulart Artist,1493,7782,9275,260,128,388,620.622,0,0,0,0,0,17.42%,1.65%,4.18%,0.00%,€0.00
76648,Melanie Vallejo,Singulart Artist,449,1620,2069,29,64,93,620,0,0,0,0,0,6.46%,3.95%,4.50%,0.00%,€0.00
5643,Alex Manea,Singulart Artist,2545,16691,19236,702,374,1076,620,0,0,0,0,0,27.58%,2.24%,5.59%,0.00%,€0.00
596,Botár László,Singulart Artist,2779,16805,19584,663,279,942,620,0,0,0,0,0,23.86%,1.66%,4.81%,0.00%,€0.00
6589,Rasha Amin,Singulart Artist,4456,15314,19770,1331,389,1720,618.609121,0,0,0,0,0,29.87%,2.54%,8.70%,0.00%,€0.00
9933,Therese Debay,Singulart Artist,2201,10906,13107,357,210,567,618.4455,0,0,0,0,0,16.22%,1.93%,4.33%,0.00%,€0.00
13361,Natalia Kruchkevych,Singulart Artist,601,2760,3361,157,82,239,618,0,0,0,0,0,26.12%,2.97%,7.11%,0.00%,€0.00
23009,Arbi Putra Rangkito,Singulart Artist,1848,5668,7516,536,129,665,617.19663,617.19663,0,0,0,617,29.00%,2.28%,8.85%,100.00%,€0.90
7911,Anthony Carey,Singulart Artist,1307,2439,3746,409,85,494,616.62808,0,0,0,0,0,31.29%,3.49%,13.19%,0.00%,€0.00
