artist_id,artist_name,artist_type,Artist Quadrant,years online,nb_sessions_artist_page,nb_sessions_artwork_page,nb_sessions_total,nb_entry_sessions_artist_campaign,nb_entry_sessions_artwork_campaign,nb_entry_sessions_total,artist_total_bv,artist_entry_bv_same_artist,artist_entry_bv_other_artist,artwork_entry_bv_same_artist,artwork_entry_bv_other_artist,1stClick BV,pull_ratio_artist,pull_ratio_artwork,pull_ratio,pct_first_click_bv_same_artist,1st_click_BV_per_First_click_session,Predictive formula,Delta
23807,Pierre Farel,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.2,"18,898","35,001","53,899","13,196","1,019","14,215","€11,202",€0,€0,€0,€0,€0,69.827%,2.911%,26.373%,0.000%,€0.0,€0.0,€0.0
15981,Ventzislav Dikov,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",5.5,"5,224","33,341","38,565",666,463,"1,129","€11,199",€0,€0,€960,€0,€960,12.749%,1.389%,2.928%,8.572%,€0.9,"€1,308.9",€348.9
11059,Serhii Kyryllov,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.8,"2,417","13,181","15,598",237,210,447,"€11,199",€0,€0,€0,€0,€0,9.806%,1.593%,2.866%,0.000%,€0.0,€0.0,€0.0
30367,Gianni Mattu,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",4.9,"9,893","89,745","99,638","2,229","4,100","6,329","€11,199",€895,€908,€0,€0,"€1,803",22.53%,4.57%,6.35%,7.99%,€0.3,"€1,230.5",-€572.5
12923,Yuriy Demiyanov,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",5.8,"5,677","47,877","53,554",935,597,"1,532","€11,195",€975,€0,€0,€0,€975,16.470%,1.247%,2.861%,8.706%,€0.6,"€1,279.0",€304.4
23525,Igor Bragin,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.2,"2,572","12,489","15,061",262,128,390,"€11,175",€0,€0,€0,€0,€0,10.187%,1.025%,2.589%,0.000%,€0.0,€0.0,€0.0
29629,Helen She,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.0,"10,108","49,127","59,235","1,739","1,858","3,597","€11,168",€0,€0,€0,€0,€0,17.204%,3.782%,6.072%,0.000%,€0.0,€0.0,€0.0
26873,Luise Kloos,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.3,"10,643","38,591","49,234","7,014","1,086","8,100","€11,162",€0,€0,€0,€0,€0,65.902%,2.814%,16.452%,0.000%,€0.0,€0.0,€0.0
4891,Aleksandre Vashakmadze,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",6.7,"8,723","38,339","47,062","1,286",974,"2,260","€11,161",€0,€0,€0,€0,€0,14.743%,2.540%,4.802%,0.000%,€0.0,€0.0,€0.0
24071,Patrizia Simonetti,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.8,"6,565","31,272","37,837","1,639",887,"2,526","€11,161",€0,€0,€0,€0,€0,24.966%,2.836%,6.676%,0.000%,€0.0,€0.0,€0.0
14449,Doudoudidon,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",5.6,"7,795","24,720","32,515","1,898",791,"2,689","€11,160","€2,217",€0,€0,€0,"€2,217",24.35%,3.20%,8.27%,19.87%,€0.8,"€1,602.0",-€615.0
5391,Julia Ismambetova,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.5,"2,754","6,350","9,104",558,200,758,"€11,127","€1,570",€0,€0,€0,"€1,570",20.26%,3.15%,8.33%,14.11%,€2.1,"€1,612.9",€42.9
17373,Rumen Sazdov,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",5.4,"4,814","39,575","44,389",883,768,"1,651","€11,127",€0,€0,"€6,500",€0,"€6,500",18.342%,1.941%,3.719%,58.419%,€3.9,"€1,662.9","-€4,837.1"
19465,Yothin Kanokbanpot,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.9,"5,910","66,163","72,073",424,"1,507","1,931","€11,120",€0,€0,€0,€0,€0,7.174%,2.278%,2.679%,0.000%,€0.0,€0.0,€0.0
37214,Laura Capellini,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",2.3,"5,899","35,229","41,128","1,177","1,332","2,509","€11,119",€0,€0,€0,€0,€0,19.953%,3.781%,6.100%,0.000%,€0.0,€0.0,€0.0
2965,Adrianna Wojcik Muffat Jeandet,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.9,"7,381","49,820","57,201","1,020","1,225","2,245","€11,110",€250,€0,€0,€0,€250,13.819%,2.459%,3.925%,2.250%,€0.1,"€1,754.7","€1,504.7"
26977,Peggy Casey-Mason,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",5.3,"3,191","31,427","34,618",383,"1,019","1,402","€11,105",€0,"€2,125",€0,€0,"€2,125",12.003%,3.242%,4.050%,0.000%,€1.5,"€1,810.7",-€314.0
27925,Cheryl Harrison,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.2,"3,221","26,104","29,325",420,366,786,"€11,103",€0,€0,€0,€0,€0,13.039%,1.402%,2.680%,0.000%,€0.0,€0.0,€0.0
361,Claude-Max Lochu,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",8.2,"6,110","44,133","50,243","1,053",951,"2,004","€11,102",€0,€0,€0,€0,€0,17.234%,2.155%,3.989%,0.000%,€0.0,€0.0,€0.0
37138,Petra Rader,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",2.3,"2,585","17,396","19,981",316,539,855,"€11,098","€1,258",€0,€0,€0,"€1,258",12.224%,3.098%,4.279%,11.336%,€1.5,"€1,913.1",€655.1
2169,Isidro Cistaré,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.8,"2,618","8,488","11,106",843,381,"1,224","€11,097",€0,€0,€0,€0,€0,32.200%,4.489%,11.021%,0.000%,€0.0,€0.0,€0.0
9591,Deana Evstefeeva,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.5,"2,401","17,486","19,887",256,520,776,"€11,096","€3,953",€0,€0,€0,"€3,953",10.662%,2.974%,3.902%,35.626%,€5.1,"€1,744.6","-€2,208.5"
68581,Priscilla Vettese,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",1.3,"4,620","22,794","27,414",149,"1,508","1,657","€11,081","€1,913",€0,€434,€0,"€2,347",3.23%,6.62%,6.04%,21.18%,€1.4,"€1,170.9","-€1,176.3"
1307,Myriam Feuilloley,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",8.3,"4,733","18,371","23,104","1,336",592,"1,928","€11,070","€4,900",€0,€0,€0,"€4,900",28.23%,3.22%,8.34%,44.26%,€2.5,"€1,616.5","-€3,283.5"
10433,Vera Bondare,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",6.4,"7,836","87,325","95,161",938,"1,780","2,718","€11,068",€0,€0,€0,€0,€0,11.970%,2.038%,2.856%,0.000%,€0.0,€0.0,€0.0
1022,Florian Wörrle,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",7.8,"6,622","40,212","46,834","2,026","1,777","3,803","€11,056",€0,€0,€0,€0,€0,30.595%,4.419%,8.120%,0.000%,€0.0,€0.0,€0.0
4431,Nacho Quiroga,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.7,"8,423","16,814","25,237","4,617",793,"5,410","€11,048","€2,558",€0,€0,€0,"€2,558",54.81%,4.72%,21.44%,23.15%,€0.5,"€4,152.7","€1,594.9"
2341,Tim Fawcett,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",5.7,"4,258","30,303","34,561",804,716,"1,520","€11,030",€890,€0,€0,€0,€890,18.882%,2.363%,4.398%,8.069%,€0.6,"€1,966.3","€1,076.3"
67057,Andrea Halm,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",1.4,825,"6,769","7,594",66,264,330,"€11,024",€0,€0,€0,€0,€0,8.000%,3.900%,4.346%,0.000%,€0.0,€0.0,€0.0
4017,Albert Merz,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",6.8,"7,382","49,843","57,225","2,477",861,"3,338","€11,019",€0,€0,€0,€0,€0,33.555%,1.727%,5.833%,0.000%,€0.0,€0.0,€0.0
8335,Keith Thomson,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",5.6,"5,330","19,190","24,520","1,261",319,"1,580","€11,013","€1,296",€0,€0,€0,"€1,296",23.66%,1.66%,6.44%,11.77%,€0.8,"€1,248.3",-€47.7
15685,Artem Grunyka,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.2,"5,630","33,471","39,101",912,"1,367","2,279","€11,010","€1,344",€0,€0,€690,"€2,034",16.199%,4.084%,5.828%,12.205%,€0.9,"€2,605.9",€572.1
19003,Sabre Esler,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",5.3,"3,873","20,215","24,088",675,433,"1,108","€11,009",€0,"€3,070",€0,€0,"€3,070",17.428%,2.142%,4.600%,0.000%,€2.8,"€2,056.5","-€1,013.2"
898,Tarek Ben Yakhlef,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.8,"31,094","118,841","149,935","2,732","2,365","5,097","€11,007","€1,324","€1,123",€0,€0,"€2,447",8.786%,1.990%,3.399%,12.029%,€0.5,"€1,519.9",-€926.6
31957,Fulvio Dot,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",4.7,"7,281","41,638","48,919","2,891","1,366","4,257","€11,005","€1,694",€0,€0,€0,"€1,694",39.71%,3.28%,8.70%,15.39%,€0.4,"€1,685.8",-€8.2
60452,Ludmilla Ukrow,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",2.0,"4,425","38,839","43,264",298,"1,242","1,540","€10,993","€1,400",€0,€0,€0,"€1,400",6.734%,3.198%,3.560%,12.735%,€0.9,"€1,591.5",€191.5
27327,Catherine Alexandre,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",4.7,"4,108","10,991","15,099","1,645",314,"1,959","€10,978",€0,€0,€0,€0,€0,40.044%,2.857%,12.974%,0.000%,€0.0,€0.0,€0.0
36256,Lynette Reed,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",2.3,"2,853","14,258","17,111",786,271,"1,057","€10,973",€785,"€1,054",€0,€0,"€1,839",27.55%,1.90%,6.18%,7.15%,€1.7,"€1,196.7",-€642.0
2847,Ela Köhler,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.7,"7,058","51,266","58,324","1,568","1,628","3,196","€10,971",€480,€0,€0,€0,€480,22.216%,3.176%,5.480%,4.375%,€0.2,"€2,450.0","€1,970.0"
1791,Altone Mishino,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",7.9,"4,764","43,392","48,156",727,"1,351","2,078","€10,970",€0,€0,€0,€0,€0,15.260%,3.113%,4.315%,0.000%,€0.0,€0.0,€0.0
2945,Julia Everett,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.6,"2,685","18,158","20,843",344,431,775,"€10,968",€0,€0,€0,€0,€0,12.812%,2.374%,3.718%,0.000%,€0.0,€0.0,€0.0
10307,Marie-Pierre JAN,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",4.5,"4,439","15,748","20,187","1,267",355,"1,622","€10,967",€0,€0,€0,€0,€0,28.542%,2.254%,8.035%,0.000%,€0.0,€0.0,€0.0
31391,Silvana Soriano,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.2,"2,501","16,528","19,029",474,444,918,"€10,957",€0,€0,€0,€0,€0,18.952%,2.686%,4.824%,0.000%,€0.0,€0.0,€0.0
34000,Margarita Ivanova,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.3,"4,158","30,599","34,757",921,871,"1,792","€10,952",€0,€0,€0,€0,€0,22.150%,2.846%,5.156%,0.000%,€0.0,€0.0,€0.0
1445,Pierre-Yves Beltran,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",7.4,"9,569","100,074","109,643","1,801","1,612","3,413","€10,951",€0,€0,€0,€0,€0,18.821%,1.611%,3.113%,0.000%,€0.0,€0.0,€0.0
10301,Chris Kappmeier,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.8,"2,639","18,696","21,335",554,571,"1,125","€10,951",€0,€0,€0,€0,€0,20.993%,3.054%,5.273%,0.000%,€0.0,€0.0,€0.0
18219,Chrystèle Ferron (Nasca),Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.0,"5,313","28,445","33,758","1,623",790,"2,413","€10,938","€1,743",€0,"€3,017",€0,"€4,760",30.55%,2.78%,7.15%,43.52%,€2.0,"€1,384.7","-€3,375.3"
6983,Jose del Palo,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.2,"2,550","9,269","11,819",449,208,657,"€10,933",€0,€0,"€1,800",€0,"€1,800",17.608%,2.244%,5.559%,16.464%,€2.7,"€2,485.3",€685.3
17623,Art DMP,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.4,"45,904","15,949","61,853","1,523",863,"2,386","€10,930",€0,€0,€0,€0,€0,3.318%,5.411%,3.858%,0.000%,€0.0,€0.0,€0.0
81058,mARTine Houtsaeger,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",0.4,334,"1,891","2,225",28,63,91,"€10,926",€0,€0,€0,€0,€0,8.383%,3.332%,4.090%,0.000%,€0.0,€0.0,€0.0
14963,Joejene C. Santos,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.2,"4,937","43,383","48,320",719,"1,343","2,062","€10,905","€1,539",€0,€0,€0,"€1,539",14.564%,3.096%,4.267%,14.113%,€0.7,"€1,907.9",€368.9
62057,Gaya Chandrasekaran,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",1.0,983,"6,983","7,966",96,238,334,"€10,896","€4,655",€0,€0,€0,"€4,655",9.766%,3.408%,4.193%,42.724%,€13.9,"€1,874.6","-€2,780.7"
18723,Marius Singer,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.3,"3,863","7,808","11,671","1,747",228,"1,975","€10,885",€0,€0,€0,€0,€0,45.224%,2.920%,16.922%,0.000%,€0.0,€0.0,€0.0
22291,Alex Cano,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.3,"2,292","14,314","16,606",586,432,"1,018","€10,880",€0,€0,€0,€0,€0,25.567%,3.018%,6.130%,0.000%,€0.0,€0.0,€0.0
25511,Almudena Pintado,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",5.0,"6,187","16,505","22,692","2,388",388,"2,776","€10,871","€3,467",€0,€0,€0,"€3,467",38.60%,2.35%,12.23%,31.89%,€1.2,"€2,369.8","-€1,096.9"
5021,Peter Chung,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",6.6,"5,830","12,894","18,724","2,230",201,"2,431","€10,867",€0,€0,€0,€0,€0,38.250%,1.559%,12.983%,0.000%,€0.0,€0.0,€0.0
27825,Vladimir Savchuk,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",4.6,"2,540","5,497","8,037","1,262",165,"1,427","€10,848",€0,€0,€0,€0,€0,49.685%,3.002%,17.755%,0.000%,€0.0,€0.0,€0.0
11107,Pegaz,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.8,"3,528","9,341","12,869","1,398",442,"1,840","€10,842",€0,€0,€0,€0,€0,39.626%,4.732%,14.298%,0.000%,€0.0,€0.0,€0.0
1335,Antoine Puisais,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",7.6,"3,914","16,135","20,049","1,268",275,"1,543","€10,827",€0,€0,€0,€0,€0,32.397%,1.704%,7.696%,0.000%,€0.0,€0.0,€0.0
34017,Franck Sastre,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",4.3,"7,029","35,688","42,717","1,735","1,130","2,865","€10,817",€0,€0,€0,€0,€0,24.683%,3.166%,6.707%,0.000%,€0.0,€0.0,€0.0
20087,Rio,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",1.7,"2,138","1,450","3,588","1,218",18,"1,236","€10,811","€10,811",€0,€0,€0,"€10,811",56.97%,1.24%,34.45%,100.00%,€8.7,"€6,673.2","-€4,137.8"
18255,Jeanette Jarville,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",6.0,"4,813","30,770","35,583","1,053",831,"1,884","€10,811",€0,€0,€0,€0,€0,21.878%,2.701%,5.295%,0.000%,€0.0,€0.0,€0.0
50121,Mariia Hyhar,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",2.2,"1,330","14,610","15,940",83,616,699,"€10,808",€0,€0,€0,€0,€0,6.241%,4.216%,4.385%,0.000%,€0.0,€0.0,€0.0
20809,Lee Wagstaff,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",4.0,"8,559","9,654","18,213","4,597",594,"5,191","€10,805",€0,€0,€0,€0,€0,53.710%,6.153%,28.502%,0.000%,€0.0,€0.0,€0.0
31483,Olga Berezyuk,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.2,"1,602","8,989","10,591",193,126,319,"€10,800",€0,€0,€0,€0,€0,12.047%,1.402%,3.012%,0.000%,€0.0,€0.0,€0.0
25371,David Longwell,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.0,"1,676","6,010","7,686",404,93,497,"€10,797",€0,€0,€0,€0,€0,24.105%,1.547%,6.466%,0.000%,€0.0,€0.0,€0.0
27363,David Vall,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",5.3,"3,737","20,310","24,047",946,648,"1,594","€10,792","€2,516",€0,€0,€0,"€2,516",25.31%,3.19%,6.63%,23.31%,€1.6,"€1,284.1","-€1,231.9"
12815,Ilona Ottenbreit,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",6.3,"4,031","29,952","33,983",813,886,"1,699","€10,790",€0,€0,€0,€0,€0,20.169%,2.958%,5.000%,0.000%,€0.0,€0.0,€0.0
59398,Cornelis de Koning,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",2.0,"2,125","16,475","18,600",419,517,936,"€10,790",€0,€0,€0,€0,€0,19.718%,3.138%,5.032%,0.000%,€0.0,€0.0,€0.0
7283,Rashna Hackett,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",3.9,"3,386","4,515","7,901","1,690",184,"1,874","€10,782","€1,654",€0,€0,€0,"€1,654",49.91%,4.08%,23.72%,15.34%,€0.9,"€4,594.7","€2,940.3"
16487,Karen Vourron,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.4,"1,842","12,907","14,749",375,544,919,"€10,772",€0,€0,€0,€0,€0,20.358%,4.215%,6.231%,0.000%,€0.0,€0.0,€0.0
60157,Liliana Lo Verde,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",2.0,"2,342","13,823","16,165",168,349,517,"€10,765",€0,€0,€0,€0,€0,7.173%,2.525%,3.198%,0.000%,€0.0,€0.0,€0.0
25571,Annette Poitau Levine,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",5.6,"2,305","6,190","8,495",691,109,800,"€10,764","€2,486",€0,€0,€0,"€2,486",29.98%,1.76%,9.42%,23.10%,€3.1,"€1,824.3",-€661.7
27953,Tatyana Fogarty,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",4.6,"3,520","29,207","32,727",407,793,"1,200","€10,758","€1,011",€0,"€1,046",€0,"€2,057",11.563%,2.715%,3.667%,19.124%,€1.7,"€1,639.4",-€418.1
60295,Sarah Finucane,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",1.8,"1,809","11,667","13,476",246,323,569,"€10,752",€0,€0,€0,€0,€0,13.599%,2.768%,4.222%,0.000%,€0.0,€0.0,€0.0
11741,Brian Smyth,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.8,"4,325","14,880","19,205","1,344",471,"1,815","€10,745",€0,€0,€0,€0,€0,31.075%,3.165%,9.451%,0.000%,€0.0,€0.0,€0.0
9733,Antoine HARILLO,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.4,"6,578","21,222","27,800","2,815",728,"3,543","€10,742","€1,080",€0,€440,€710,"€2,230",42.79%,3.43%,12.74%,14.15%,€0.6,"€2,468.8",€238.8
70092,Heinrich Filter,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",1.1,562,"4,889","5,451",38,187,225,"€10,740",€0,€0,€0,€0,€0,6.762%,3.825%,4.128%,0.000%,€0.0,€0.0,€0.0
15867,Dek,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",6.1,"12,005","189,730","201,735","2,324","6,681","9,005","€10,733",€0,€0,€0,€0,€0,19.359%,3.521%,4.464%,0.000%,€0.0,€0.0,€0.0
5757,Rebecca de Cachard,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",4.3,"2,749","4,118","6,867","1,144",135,"1,279","€10,729",€0,€0,€0,€0,€0,41.615%,3.278%,18.625%,0.000%,€0.0,€0.0,€0.0
20745,Anne Wölk,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",5.9,"7,421","31,108","38,529","1,411",740,"2,151","€10,727",€900,€0,€0,€0,€900,19.014%,2.379%,5.583%,8.390%,€0.4,"€2,496.0","€1,596.0"
20693,Krisztina Soós,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",5.1,"4,216","32,909","37,125",617,"1,075","1,692","€10,725","€1,054",€0,€0,€0,"€1,054",14.635%,3.267%,4.558%,9.830%,€0.6,"€2,037.7",€983.4
2531,Kamila Sitak,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.6,"4,070","23,023","27,093",571,637,"1,208","€10,708","€1,710",€0,€0,€0,"€1,710",14.029%,2.767%,4.459%,15.970%,€1.4,"€1,993.5",€283.5
839,Clothilde Lasserre,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.6,"3,350","10,191","13,541","1,376",162,"1,538","€10,706","€3,009",€0,"€1,800",€0,"€4,809",41.07%,1.59%,11.36%,44.92%,€3.1,"€2,200.3","-€2,608.7"
32931,Daan de Jong,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",2.4,"2,106","5,264","7,370",630,102,732,"€10,679",€0,€0,€0,€0,€0,29.915%,1.938%,9.932%,0.000%,€0.0,€0.0,€0.0
28023,Tulika Das,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.6,"4,916","14,553","19,469",473,236,709,"€10,673",€0,€0,€0,€0,€0,9.622%,1.622%,3.642%,0.000%,€0.0,€0.0,€0.0
2957,Benno Noll,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",7.7,"5,387","48,941","54,328","1,029","1,875","2,904","€10,666",€0,€0,€0,€0,€0,19.102%,3.831%,5.345%,0.000%,€0.0,€0.0,€0.0
27633,Wayne Sumstine,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.7,"4,395","21,214","25,609",971,538,"1,509","€10,646",€0,€0,€0,€0,€0,22.093%,2.536%,5.892%,0.000%,€0.0,€0.0,€0.0
10777,Allen Wittert,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",4.3,"4,009","10,495","14,504","2,177",197,"2,374","€10,639",€867,€0,€0,€0,€867,54.30%,1.88%,16.37%,8.15%,€0.4,"€3,170.7","€2,303.3"
7631,Marina Emphietzi,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",4.5,"1,421","6,682","8,103",299,183,482,"€10,637","€6,631",€0,€0,€0,"€6,631",21.042%,2.739%,5.948%,62.335%,€13.8,"€2,659.5","-€3,971.3"
11221,Benoit Andre,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",6.0,"5,143","20,699","25,842","1,407",789,"2,196","€10,630",€0,€0,€0,€0,€0,27.358%,3.812%,8.498%,0.000%,€0.0,€0.0,€0.0
12369,Phil Smith,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.3,"5,615","27,423","33,038","1,870",611,"2,481","€10,629",€0,€0,€0,€0,€0,33.304%,2.228%,7.510%,0.000%,€0.0,€0.0,€0.0
306,Souhayl A,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",8.2,"12,434","46,005","58,439","2,606",881,"3,487","€10,629",€0,€0,€0,€0,€0,20.959%,1.915%,5.967%,0.000%,€0.0,€0.0,€0.0
17005,Gilles Chambon,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.5,"5,653","21,183","26,836","1,790",799,"2,589","€10,628",€0,€0,€0,€0,€0,31.665%,3.772%,9.647%,0.000%,€0.0,€0.0,€0.0
3277,The Hyde's Asylum,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",7.0,"2,320","10,366","12,686",399,339,738,"€10,624",€0,€0,€0,€0,€0,17.198%,3.270%,5.817%,0.000%,€0.0,€0.0,€0.0
11645,Sylvain Loisant,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",5.8,"9,440","13,329","22,769","6,044",437,"6,481","€10,617","€4,900",€0,"€1,396",€0,"€6,296",64.03%,3.28%,28.46%,59.30%,€1.0,"€5,514.0",-€782.0
1278,Marittie De Villiers,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.6,"5,710","31,210","36,920","1,382",725,"2,107","€10,613","€1,500",€0,€0,€0,"€1,500",24.203%,2.323%,5.707%,14.133%,€0.7,"€2,551.5","€1,051.5"
14591,Federica Petri,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.6,"9,093","63,571","72,664","2,031","1,962","3,993","€10,610",€0,€0,€0,€0,€0,22.336%,3.086%,5.495%,0.000%,€0.0,€0.0,€0.0
12603,Jirasak Plabootong,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.7,"2,170","4,322","6,492",653,89,742,"€10,601",€0,€0,€0,€0,€0,30.092%,2.059%,11.429%,0.000%,€0.0,€0.0,€0.0
11579,Dmitry King,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.3,"5,990","57,449","63,439","1,137","2,624","3,761","€10,572",€0,€535,€0,€0,€535,18.982%,4.568%,5.929%,0.000%,€0.1,"€2,650.6","€2,115.6"
18267,Irini Karpikioti,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.0,"5,915","49,426","55,341",937,"1,363","2,300","€10,569",€0,€0,€0,"€1,000","€1,000",15.841%,2.758%,4.156%,0.000%,€0.4,"€1,858.1",€858.1
24597,Pavel Guliaev,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",5.1,"2,181","11,315","13,496",563,281,844,"€10,567","€2,823",€0,€0,€0,"€2,823",25.81%,2.48%,6.25%,26.72%,€3.3,"€1,211.5","-€1,611.5"
7981,Rimp,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.6,"6,235","39,528","45,763","1,115","1,280","2,395","€10,562",€750,€0,€0,€0,€750,17.883%,3.238%,5.233%,7.101%,€0.3,"€2,339.9","€1,589.9"
29807,Lorenzo González Sánchez,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.0,"4,893","21,055","25,948","1,593","1,064","2,657","€10,559",€0,€0,€0,€0,€0,32.557%,5.053%,10.240%,0.000%,€0.0,€0.0,€0.0
