artist_id,artist_name,artist_type,Artist Quadrant,years online,nb_sessions_artist_page,nb_sessions_artwork_page,nb_sessions_total,nb_entry_sessions_artist_campaign,nb_entry_sessions_artwork_campaign,nb_entry_sessions_total,artist_total_bv,artist_entry_bv_same_artist,artist_entry_bv_other_artist,artwork_entry_bv_same_artist,artwork_entry_bv_other_artist,1stClick BV,pull_ratio_artist,pull_ratio_artwork,pull_ratio,pct_first_click_bv_same_artist,1st_click_BV_per_First_click_session,Predictive formula,Delta
353,Noélie Raix,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",8.1,"5,605","17,839","23,444",963,560,"1,523","€3,634",€0,€0,€0,€0,€0,17.181%,3.139%,6.496%,0.000%,€0.0,€0.0,€0.0
8557,Alison Corteen,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",6.0,"2,706","16,824","19,530",197,350,547,"€3,633",€0,€0,€0,€0,€0,7.280%,2.080%,2.801%,0.000%,€0.0,€0.0,€0.0
31399,Astrid Bechtold-Fox,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",4.8,"1,973","4,092","6,065",422,123,545,"€3,626",€0,€0,€0,€0,€0,21.389%,3.006%,8.986%,0.000%,€0.0,€0.0,€0.0
29379,Sara Harris,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.4,"3,915","32,060","35,975",846,494,"1,340","€3,625",€0,€0,€0,€0,€0,21.609%,1.541%,3.725%,0.000%,€0.0,€0.0,€0.0
16703,Vasyl Kolodiy,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",5.3,"5,846","46,017","51,863",888,686,"1,574","€3,624",€0,"€2,592",€0,€0,"€2,592",15.190%,1.491%,3.035%,0.000%,€1.6,"€1,356.9","-€1,235.5"
34408,Gianfranco Donati,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",3.6,"4,626","36,145","40,771","1,469","1,228","2,697","€3,624",€0,€0,€0,€0,€0,31.755%,3.397%,6.615%,0.000%,€0.0,€0.0,€0.0
25597,Catherine Maddens,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.0,"3,192","16,226","19,418",343,458,801,"€3,617",€0,€0,€0,€0,€0,10.746%,2.823%,4.125%,0.000%,€0.0,€0.0,€0.0
3611,Syuzanna Kamara,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.3,"1,670","5,058","6,728",308,167,475,"€3,616",€0,€0,€0,€0,€0,18.443%,3.302%,7.060%,0.000%,€0.0,€0.0,€0.0
21301,Hüseyin Sartaş,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",3.2,"1,999","6,485","8,484",281,269,550,"€3,616",€0,€0,€0,€0,€0,14.057%,4.148%,6.483%,0.000%,€0.0,€0.0,€0.0
5275,Ana Luisa Veloz,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",7.0,"2,024","7,108","9,132",323,227,550,"€3,616",€0,€0,€0,€0,€0,15.958%,3.194%,6.023%,0.000%,€0.0,€0.0,€0.0
14083,Ulrike Balkau,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",3.6,"1,758","1,645","3,403",438,44,482,"€3,614",€0,€0,€0,€0,€0,24.915%,2.675%,14.164%,0.000%,€0.0,€0.0,€0.0
6181,Gabriel Grecco,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",6.3,"4,196","21,513","25,709",843,612,"1,455","€3,610",€0,€0,€0,€0,€0,20.091%,2.845%,5.659%,0.000%,€0.0,€0.0,€0.0
32481,Zi Artist,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.0,"2,139","7,833","9,972",385,161,546,"€3,609",€0,€0,€0,€0,€0,17.999%,2.055%,5.475%,0.000%,€0.0,€0.0,€0.0
3771,Kordula Röckenhaus,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.5,"1,624","7,746","9,370",387,160,547,"€3,607",€0,€0,€0,€0,€0,23.830%,2.066%,5.838%,0.000%,€0.0,€0.0,€0.0
16369,Michèle Carer,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.5,"4,679","21,339","26,018",899,637,"1,536","€3,607",€0,€0,€0,€0,€0,19.214%,2.985%,5.904%,0.000%,€0.0,€0.0,€0.0
34375,Yana Medow,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",3.6,"2,247","18,228","20,475",399,236,635,"€3,605","€1,290",€0,€0,€0,"€1,290",17.757%,1.295%,3.101%,35.781%,€2.0,"€1,386.6",€96.6
77441,Sylvie Roy,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",0.7,563,"3,442","4,005",114,184,298,"€3,604",€0,€0,"€1,623",€0,"€1,623",20.25%,5.35%,7.44%,45.02%,€5.4,"€1,441.4",-€181.1
11117,Stephane Deselle,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",1.6,355,660,"1,015",79,13,92,"€3,601",€0,€0,€0,€0,€0,22.254%,1.970%,9.064%,0.000%,€0.0,€0.0,€0.0
80197,Sandra Rigali,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",0.3,247,"1,865","2,112",26,156,182,"€3,600",€0,€0,€0,€0,€0,10.526%,8.365%,8.617%,0.000%,€0.0,€0.0,€0.0
52507,Volker W. Hamann,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",2.2,"4,826","50,024","54,850",365,"1,540","1,905","€3,600",€0,€0,€0,€0,€0,7.563%,3.079%,3.473%,0.000%,€0.0,€0.0,€0.0
31915,Tung Duc Pham,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",3.8,"3,540","4,841","8,381",261,63,324,"€3,600",€0,€0,€0,€0,€0,7.373%,1.301%,3.866%,0.000%,€0.0,€0.0,€0.0
27921,Massimo Marano,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.2,"3,550","13,012","16,562","1,198",418,"1,616","€3,600",€0,€0,€0,€0,€0,33.746%,3.212%,9.757%,0.000%,€0.0,€0.0,€0.0
21717,Paweł Drynkowski,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.2,"2,093","14,783","16,876",674,280,954,"€3,600",€0,€0,€0,€0,€0,32.203%,1.894%,5.653%,0.000%,€0.0,€0.0,€0.0
68682,Lidia Vergnon,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",1.2,798,"4,115","4,913",82,155,237,"€3,597",€0,€0,€0,€0,€0,10.276%,3.767%,4.824%,0.000%,€0.0,€0.0,€0.0
2279,Paulina Parra,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",7.2,"1,672","4,267","5,939",533,95,628,"€3,596",€0,€0,€0,€0,€0,31.878%,2.226%,10.574%,0.000%,€0.0,€0.0,€0.0
23579,Mansur Boybekov,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.2,"1,684","8,284","9,968",423,178,601,"€3,594",€0,€0,€0,€0,€0,25.119%,2.149%,6.029%,0.000%,€0.0,€0.0,€0.0
81945,Kushlani Jayasinha,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",0.3,329,"2,639","2,968",18,9,27,"€3,593",€0,€0,€0,€0,€0,5.471%,0.341%,0.910%,0.000%,€0.0,€0.0,€0.0
4161,Jo Beer,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",2.5,"1,702","2,238","3,940",503,196,699,"€3,592",€0,€0,€0,€0,€0,29.553%,8.758%,17.741%,0.000%,€0.0,€0.0,€0.0
36505,Piet Mondrian,Grand Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",2.4,"5,974","8,487","14,461","1,740",513,"2,253","€3,590",€0,€0,€0,€0,€0,29.126%,6.045%,15.580%,0.000%,€0.0,€0.0,€0.0
15781,Tona,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",3.3,"2,122","1,268","3,390",835,118,953,"€3,590",€0,€0,€0,€0,€0,39.350%,9.306%,28.112%,0.000%,€0.0,€0.0,€0.0
836,Heath Hearn,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",6.3,"2,084","4,484","6,568",828,105,933,"€3,590",€0,€0,€0,€0,€0,39.731%,2.342%,14.205%,0.000%,€0.0,€0.0,€0.0
36475,Maksim Gorshkov,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",2.4,"15,866","88,995","104,861",424,"1,812","2,236","€3,586",€794,€0,€0,€0,€794,2.672%,2.036%,2.132%,22.142%,€0.4,€953.4,€159.4
60471,Angela Weidner,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",1.9,"1,373","11,526","12,899",230,443,673,"€3,584",€340,€0,€0,€0,€340,16.752%,3.843%,5.217%,9.493%,€0.5,"€2,332.7","€1,992.5"
9089,Giselle Fenig,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.9,"3,576","9,426","13,002","1,493",285,"1,778","€3,582",€0,€0,€0,€0,€0,41.751%,3.024%,13.675%,0.000%,€0.0,€0.0,€0.0
30995,Betsy Cole,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",2.8,"1,374","8,125","9,499",394,94,488,"€3,581",€0,€0,€0,€0,€0,28.675%,1.157%,5.137%,0.000%,€0.0,€0.0,€0.0
32857,Pilosyan Artak,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",4.0,"2,924","7,527","10,451",963,251,"1,214","€3,580",€0,€0,€0,€0,€0,32.934%,3.335%,11.616%,0.000%,€0.0,€0.0,€0.0
52641,Ali Sedri,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",1.9,701,"3,112","3,813",88,174,262,"€3,578",€0,€0,€0,€0,€0,12.553%,5.591%,6.871%,0.000%,€0.0,€0.0,€0.0
33271,Amelie Monira Egenolf,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",4.6,"3,124","25,262","28,386",341,768,"1,109","€3,577",€0,€0,€780,€0,€780,10.915%,3.040%,3.907%,21.806%,€0.7,"€1,746.7",€966.7
59392,Gela Mikava,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",1.0,"1,203","9,564","10,767",96,134,230,"€3,576",€0,€0,€0,€0,€0,7.980%,1.401%,2.136%,0.000%,€0.0,€0.0,€0.0
16503,Bea Evers,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.9,"2,337","16,111","18,448",573,480,"1,053","€3,575",€0,€0,€0,€0,€0,24.519%,2.979%,5.708%,0.000%,€0.0,€0.0,€0.0
189,Tim Ridley,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",6.7,"3,690","13,623","17,313",611,482,"1,093","€3,574",€0,€0,€0,€0,€0,16.558%,3.538%,6.313%,0.000%,€0.0,€0.0,€0.0
29595,Svitlana Vol,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.0,"2,731","16,502","19,233",482,494,976,"€3,571",€0,€0,€0,€0,€0,17.649%,2.994%,5.075%,0.000%,€0.0,€0.0,€0.0
36213,Michèle BARANGE,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",1.1,815,"5,133","5,948",93,235,328,"€3,571",€0,€0,€0,€0,€0,11.411%,4.578%,5.514%,0.000%,€0.0,€0.0,€0.0
61670,Alfio Pappalardo,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",1.9,"1,518","12,459","13,977",221,392,613,"€3,570",€0,€0,€0,€0,€0,14.559%,3.146%,4.386%,0.000%,€0.0,€0.0,€0.0
48851,Vhils,Blue Chip Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",2.3,"4,237","10,822","15,059","1,779",564,"2,343","€3,564",€0,€0,€0,€0,€0,41.987%,5.212%,15.559%,0.000%,€0.0,€0.0,€0.0
14511,Catherine LE ROUX,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.2,"4,924","29,859","34,783","1,106",920,"2,026","€3,563",€0,€0,"€1,793",€0,"€1,793",22.461%,3.081%,5.825%,50.324%,€0.9,"€2,604.2",€811.1
19433,Sandra Botner,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.3,"2,518","11,783","14,301",633,116,749,"€3,560",€0,€0,€0,€0,€0,25.139%,0.984%,5.237%,0.000%,€0.0,€0.0,€0.0
5281,Andrei Sharov,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",6.5,"2,587","6,904","9,491","1,029",286,"1,315","€3,560",€0,€0,€0,€0,€0,39.776%,4.143%,13.855%,0.000%,€0.0,€0.0,€0.0
28213,Marvin Wagner,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",4.6,"4,386","13,289","17,675","1,928",518,"2,446","€3,557",€0,€0,€0,€0,€0,43.958%,3.898%,13.839%,0.000%,€0.0,€0.0,€0.0
58999,Iris Monhof,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",1.4,"1,263","6,303","7,566",67,256,323,"€3,557",€0,€0,€0,€0,€0,5.305%,4.062%,4.269%,0.000%,€0.0,€0.0,€0.0
6217,Denise Driscoll,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",6.3,"5,234","25,070","30,304","1,304",348,"1,652","€3,555",€0,€0,€0,€0,€0,24.914%,1.388%,5.451%,0.000%,€0.0,€0.0,€0.0
6265,Stephen Graham,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",6.3,"2,598","6,286","8,884",857,230,"1,087","€3,555",€0,€0,€0,€0,€0,32.987%,3.659%,12.235%,0.000%,€0.0,€0.0,€0.0
3989,Alain Clément,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.8,"12,475","8,863","21,338","3,529",306,"3,835","€3,554",€720,€0,€0,€0,€720,28.29%,3.45%,17.97%,20.26%,€0.2,"€3,481.6","€2,761.6"
19951,Moaso Aier,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",5.3,"4,937","9,024","13,961","1,451",228,"1,679","€3,553",€0,€0,€479,€0,€479,29.39%,2.53%,12.03%,13.48%,€0.3,"€2,329.7","€1,850.6"
27809,Sarah Emily Porter,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",3.1,606,"3,650","4,256",95,76,171,"€3,548","€3,548",€0,€0,€0,"€3,548",15.677%,2.082%,4.018%,100.000%,€20.8,"€1,796.4","-€1,752.1"
36609,Fernando Botero,Grand Artist,"Supply-Driven (High Pull, High Entry BV)",2.3,"20,843","34,995","55,838","10,151","2,668","12,819","€3,548","€2,675",€0,€0,€0,"€2,675",48.70%,7.62%,22.96%,75.39%,€0.2,"€4,447.3","€1,772.1"
34853,Davide Capriata,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",3.6,"1,585","13,287","14,872",158,218,376,"€3,547",€0,€0,€0,€0,€0,9.968%,1.641%,2.528%,0.000%,€0.0,€0.0,€0.0
7091,Zachary Goulet,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.2,"1,890","9,426","11,316",593,154,747,"€3,546",€716,€0,€0,€0,€716,31.38%,1.63%,6.60%,20.20%,€1.0,"€1,278.8",€562.3
3181,Christophe Gol,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",4.9,"2,608","8,029","10,637",972,395,"1,367","€3,546",€0,€0,€0,€0,€0,37.270%,4.920%,12.851%,0.000%,€0.0,€0.0,€0.0
57176,Andrea Elek,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",1.0,976,"12,171","13,147",45,133,178,"€3,540",€0,€0,€0,€0,€0,4.611%,1.093%,1.354%,0.000%,€0.0,€0.0,€0.0
23865,Sabrina Walcher,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.2,"1,936","5,108","7,044",412,403,815,"€3,540",€0,€0,€0,€0,€0,21.281%,7.890%,11.570%,0.000%,€0.0,€0.0,€0.0
20633,Melanie Biehle,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",3.3,"1,283","1,732","3,015",542,61,603,"€3,540",€0,€0,€0,€0,€0,42.245%,3.522%,20.000%,0.000%,€0.0,€0.0,€0.0
1510,Loredana Albanese,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",7.4,"6,441","12,601","19,042","2,028",676,"2,704","€3,539",€0,€0,€0,€0,€0,31.486%,5.365%,14.200%,0.000%,€0.0,€0.0,€0.0
28849,Hajnalka Fellmann,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",4.5,"3,137","30,362","33,499",462,"1,750","2,212","€3,538",€0,€0,€0,€0,€0,14.727%,5.764%,6.603%,0.000%,€0.0,€0.0,€0.0
59219,Nicole Junker,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",1.5,699,"3,044","3,743",112,141,253,"€3,537",€0,€0,€0,€0,€0,16.023%,4.632%,6.759%,0.000%,€0.0,€0.0,€0.0
78920,Mallory Morrison,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",0.7,347,"3,158","3,505",33,133,166,"€3,534",€0,€0,€0,€0,€0,9.510%,4.212%,4.736%,0.000%,€0.0,€0.0,€0.0
7295,Charlene Marsh,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.8,"3,316","26,765","30,081",682,338,"1,020","€3,532",€0,€0,€0,€0,€0,20.567%,1.263%,3.391%,0.000%,€0.0,€0.0,€0.0
8345,Charlie Yoon,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",4.4,685,"2,241","2,926",121,67,188,"€3,532",€0,"€2,262",€0,€0,"€2,262",17.66%,2.99%,6.43%,0.00%,€12.0,"€1,244.7","-€1,017.7"
27289,Den Guitto,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",2.5,654,"2,197","2,851",196,174,370,"€3,529",€0,€0,€0,€0,€0,29.969%,7.920%,12.978%,0.000%,€0.0,€0.0,€0.0
29353,Alessio Radice,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",4.4,"1,978","7,944","9,922",606,408,"1,014","€3,529",€0,€0,€0,€0,€0,30.637%,5.136%,10.220%,0.000%,€0.0,€0.0,€0.0
4231,Paolo Perfranceschi,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",6.8,"2,356","8,273","10,629",751,235,986,"€3,526",€0,€0,€0,€0,€0,31.876%,2.841%,9.277%,0.000%,€0.0,€0.0,€0.0
60708,Victoire Perez,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",1.9,"1,003","2,902","3,905",128,73,201,"€3,526",€0,€0,€0,€0,€0,12.762%,2.516%,5.147%,0.000%,€0.0,€0.0,€0.0
32943,Peter Vamosi,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.5,"2,614","19,421","22,035",519,409,928,"€3,522",€0,€0,€0,€0,€0,19.855%,2.106%,4.211%,0.000%,€0.0,€0.0,€0.0
32003,Adviye Bal,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.1,"2,383","3,731","6,114",304,50,354,"€3,519",€0,€0,€0,€0,€0,12.757%,1.340%,5.790%,0.000%,€0.0,€0.0,€0.0
7163,Alison Johnson,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",4.6,"1,774","2,217","3,991",831,70,901,"€3,519","€3,519",€0,€0,€0,"€3,519",46.84%,3.16%,22.58%,100.00%,€3.9,"€4,373.3",€854.6
31477,jean GODIN,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",4.2,"5,388","11,856","17,244","3,245",362,"3,607","€3,515",€0,€0,€0,€0,€0,60.226%,3.053%,20.917%,0.000%,€0.0,€0.0,€0.0
30195,Ineta Freidenfelde,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.3,"1,907","6,489","8,396",247,110,357,"€3,515",€0,€0,€0,€0,€0,12.952%,1.695%,4.252%,0.000%,€0.0,€0.0,€0.0
77050,David Plančík,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",0.8,335,"2,483","2,818",47,151,198,"€3,514",€0,€0,€0,€0,€0,14.030%,6.081%,7.026%,0.000%,€0.0,€0.0,€0.0
34578,Lynne Meade,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",3.7,608,"1,537","2,145",53,4,57,"€3,511",€0,€0,€0,€0,€0,8.717%,0.260%,2.657%,0.000%,€0.0,€0.0,€0.0
19013,Uematsu Kyoko,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",5.3,"7,528","37,564","45,092","1,171",760,"1,931","€3,510",€360,€0,€0,€0,€360,15.555%,2.023%,4.282%,10.255%,€0.2,"€1,914.6","€1,554.6"
27561,Karin Greife,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.7,"1,932","8,546","10,478",308,181,489,"€3,510",€0,€0,€0,€0,€0,15.942%,2.118%,4.667%,0.000%,€0.0,€0.0,€0.0
8733,Marcus Akerman,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",6.5,"3,945","3,776","7,721","1,211",104,"1,315","€3,510",€0,€0,€0,€0,€0,30.697%,2.754%,17.031%,0.000%,€0.0,€0.0,€0.0
79678,ByAsh,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",0.6,595,"5,130","5,725",74,449,523,"€3,507",€0,"€1,424",€0,€0,"€1,424",12.44%,8.75%,9.14%,0.00%,€2.7,"€1,769.7",€345.9
17609,Jan Teunissen,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",3.9,"2,667","6,724","9,391",763,261,"1,024","€3,503",€0,€0,€0,€0,€0,28.609%,3.882%,10.904%,0.000%,€0.0,€0.0,€0.0
28997,Elena Seroff,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.0,"1,604","5,692","7,296",301,203,504,"€3,503",€0,€0,€0,€0,€0,18.766%,3.566%,6.908%,0.000%,€0.0,€0.0,€0.0
29773,Yulia Muravyeva,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",0.8,918,"1,613","2,531",178,136,314,"€3,501",€0,€0,€0,€0,€0,19.390%,8.431%,12.406%,0.000%,€0.0,€0.0,€0.0
77304,Marcel Gatteaux,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",0.8,348,"2,294","2,642",46,109,155,"€3,500",€0,€0,€0,€0,€0,13.218%,4.752%,5.867%,0.000%,€0.0,€0.0,€0.0
33527,Marc Gonz,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.3,295,"1,527","1,822",66,11,77,"€3,500",€0,€0,€0,€0,€0,22.373%,0.720%,4.226%,0.000%,€0.0,€0.0,€0.0
17267,ASPENCROW,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",3.3,"1,331",862,"2,193",654,53,707,"€3,500",€0,"€2,500",€0,€0,"€2,500",49.14%,6.15%,32.24%,0.00%,€3.5,"€6,245.2","€3,745.2"
15473,Marco Biscardi,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.6,"4,679","15,684","20,363","1,587",360,"1,947","€3,500",€0,€0,€0,€0,€0,33.918%,2.295%,9.561%,0.000%,€0.0,€0.0,€0.0
25319,Alma Goering,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.0,"3,506","4,193","7,699","1,282",127,"1,409","€3,499",€0,€0,€0,€0,€0,36.566%,3.029%,18.301%,0.000%,€0.0,€0.0,€0.0
18151,Wafa El Hilali,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.4,"1,779","4,494","6,273",558,121,679,"€3,498",€0,€0,€0,€0,€0,31.366%,2.692%,10.824%,0.000%,€0.0,€0.0,€0.0
14077,Ilgvars Zalans,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",6.3,"6,205","43,910","50,115",881,"1,230","2,111","€3,497",€0,€0,€0,€0,€0,14.198%,2.801%,4.212%,0.000%,€0.0,€0.0,€0.0
6725,Marcio Moreira,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",6.2,"4,477","20,750","25,227",972,575,"1,547","€3,497",€0,€0,€0,€0,€0,21.711%,2.771%,6.132%,0.000%,€0.0,€0.0,€0.0
60297,Ernesto Notarantonio,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",1.6,871,"6,308","7,179",79,254,333,"€3,495",€0,€0,€0,€0,€0,9.070%,4.027%,4.639%,0.000%,€0.0,€0.0,€0.0
33111,Zyginta Barcauskaite,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",3.8,896,"4,032","4,928",151,83,234,"€3,495",€0,€0,€0,€0,€0,16.853%,2.059%,4.748%,0.000%,€0.0,€0.0,€0.0
422,Sue Bartlett,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",6.6,"2,431","1,725","4,156","1,133",39,"1,172","€3,490",€0,€0,€0,€0,€0,46.606%,2.261%,28.200%,0.000%,€0.0,€0.0,€0.0
60169,Gabriele Knospe,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",0.8,756,"7,654","8,410",87,424,511,"€3,489",€0,€0,€0,€0,€0,11.508%,5.540%,6.076%,0.000%,€0.0,€0.0,€0.0
13949,Luc Mora,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",4.5,"6,313","7,672","13,985","4,010",274,"4,284","€3,489",€845,€0,€0,€0,€845,63.52%,3.57%,30.63%,24.21%,€0.2,"€5,934.1","€5,089.2"
52555,Tamara Siebert,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",2.1,"1,833","10,272","12,105",313,327,640,"€3,484",€0,€0,€0,€0,€0,17.076%,3.183%,5.287%,0.000%,€0.0,€0.0,€0.0
17851,Vicente Gonzalo,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.4,"2,686","13,608","16,294",995,182,"1,177","€3,482",€0,€0,€0,€0,€0,37.044%,1.337%,7.224%,0.000%,€0.0,€0.0,€0.0
3295,Zhana Viel,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.5,"2,468","5,747","8,215",542,168,710,"€3,482",€0,€0,€0,€0,€0,21.961%,2.923%,8.643%,0.000%,€0.0,€0.0,€0.0
